Cst_Cnt,Btl_Cnt,Sta_ID,Depth_ID,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,IncTim,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1,DIC Quality Comment
34211,859676,083.3 070.0,20-16045S-MX-101-2225-08330700-0100A-3,100,13.33,33.2895,5.394,25.00838,90.66,235.48,12,3,2,,3,,,,,,0.313,,0.257,,0.62,,4.32,,0.095,,3.81,,0,4,,,9,,,9,,,9,,,9,,,100,13.33,13.32,33.29,25.008,297,0.342,5.39,90.7,4.3,0.62,3.8,0.1,0,0.31,0.26,101,12,,,,,,,
34211,859677,083.3 070.0,20-16045S-MX-101-2225-08330700-0113A-3,113,11.35,33.2399,4.934,25.34779,79.5,215.38,11,3,2,,3,,,,,,0.19,,0.164,,0.89,,8.2,,0.07,,9.13,,0,4,,,9,,,9,,,9,,,9,,,113,11.35,11.34,33.24,25.348,264.6,0.379,4.93,79.5,8.2,0.89,9.1,0.07,0,0.19,0.16,114,11,,,,,,,
34211,859678,083.3 070.0,20-16045S-MX-101-2225-08330700-0125A-3,125,10.571,33.2669,4.622,25.507,73.24,201.77,10,3,2,,3,,,,,,0.101,,0.099,,1.17,,11.81,,0.055,,13.42,,0,4,,,9,,,9,,,9,,,9,,,125,10.57,10.56,33.267,25.507,249.6,0.41,4.62,73.2,11.8,1.17,13.4,0.06,0,0.1,0.1,126,10,,,,,,,
34211,859679,083.3 070.0,20-16045S-MX-101-2225-08330700-0140A-3,140,9.622,33.4361,4.223,25.79911,65.6,184.35,9,3,2,,3,,,,,,0.034,,0.048,,1.45,,17.05,,0.027,,18.01,,0,4,,,9,,,9,,,9,,,9,,,140,9.62,9.61,33.436,25.799,221.9,0.445,4.22,65.6,17.1,1.45,18,0.03,0,0.03,0.05,141,9,,,,,,,
34211,859680,083.3 070.0,20-16045S-MX-101-2225-08330700-0150A-7,150,9.412,33.5291,4.008,25.90625,62.01,174.48,,7,2,,3,6,,6,6,6,0.024,,0.046,,1.6,,20.02,,0.02,,20.1,,0,4,,,9,,,9,,,9,,,9,,,150,9.41,9.4,33.529,25.906,211.9,0.47,4.01,62,20,1.6,20.1,0.02,0,0.02,0.05,151,,,,,,,,
34211,859681,083.3 070.0,20-16045S-MX-101-2225-08330700-0170A-3,170,9.685,33.8136,2.835,26.08492,44.2,123.72,8,3,2,,3,,,,,,0.004,,0.041,,1.9,,25.97,,0.017,,24.2,,0,4,,,9,,,9,,,9,,,9,,,170,9.69,9.67,33.814,26.085,195.5,0.507,2.84,44.2,26,1.9,24.2,0.02,0,0,0.04,171,8,,,,,,,
34211,859682,083.3 070.0,20-16045S-MX-101-2225-08330700-0200A-3,200,9.744,34.062,1.896,26.27045,29.65,82.74,7,3,2,,3,,,,,,0.004,,0.04,,2.18,,30.95,,0.018,,26.22,,0,4,,,9,,,9,,,9,,,9,,,200,9.74,9.72,34.062,26.27,178.7,0.563,1.9,29.7,31,2.18,26.2,0.02,0,0,0.04,202,7,,,,,,,
34211,859683,083.3 070.0,20-16045S-MX-101-2225-08330700-0230A-3,230,8.873,34.0544,1.981,26.40584,30.38,86.44,6,3,2,,3,,,,,,,9,,9,2.23,,35.44,,0.02,,28.23,,0,4,,,9,,,9,,,9,,,9,,,230,8.87,8.85,34.054,26.406,166.1,0.615,1.98,30.4,35.4,2.23,28.2,0.02,0,,,232,6,,,,,,,
34211,859684,083.3 070.0,20-16045S-MX-101-2225-08330700-0250A-7,250,8.566,34.0657,2.012,26.46287,30.64,87.54,,7,2,,3,6,,6,6,6,,9,,9,2.32,,37.97,,0.02,,29.1,,0,4,,,9,,,9,,,9,,,9,,,250,8.57,8.54,34.066,26.463,161,0.651,2.01,30.6,38,2.32,29.1,0.02,0,,,252,,,,,,,,
34211,859685,083.3 070.0,20-16045S-MX-101-2225-08330700-0270A-3,270,8.598,34.1394,1.538,26.51642,23.45,67.1,5,3,2,,3,,,,,,,9,,9,2.41,,40.49,,0.017,,29.91,,0,4,,,9,,,9,,,9,,,9,,,270,8.6,8.57,34.139,26.516,156.4,0.679,1.54,23.5,40.5,2.41,29.9,0.02,0,,,272,5,,,,,,,
34211,859686,083.3 070.0,20-16045S-MX-101-2225-08330700-0300A-7,300,8.222,34.154,1.381,26.58578,20.88,60.08,,7,2,,3,6,,6,6,6,,9,,9,2.51,,44.23,,0.01,,31.2,,0,4,,,9,,,9,,,9,,,9,,,300,8.22,8.19,34.154,26.586,150.2,0.73,1.38,20.9,44.2,2.51,31.2,0.01,0,,,302,,,,,,,,
34211,859687,083.3 070.0,20-16045S-MX-101-2225-08330700-0321A-3,321,8.065,34.177,1.234,26.62782,18.59,53.83,4,3,2,,3,,,,,,,9,,9,2.58,,46.84,,0.009,,32.03,,0,4,,,9,,,9,,,9,,,9,,,321,8.07,8.03,34.177,26.628,146.5,0.756,1.23,18.6,46.8,2.58,32,0.01,0,,,324,4,,,,,,,
34211,859688,083.3 070.0,20-16045S-MX-101-2225-08330700-0380A-3,380,7.178,34.1917,0.825,26.76772,12.18,36.01,3,3,2,,3,,,,,,,9,,9,2.81,,57.63,,0.009,,35.46,,0,4,,,9,,,9,,,9,,,9,,,380,7.18,7.14,34.192,26.768,133.6,0.839,0.83,12.2,57.6,2.81,35.5,0.01,0,,,383,3,,,,,,,
34211,859689,083.3 070.0,20-16045S-MX-101-2225-08330700-0400A-7,400,7.009,34.2093,0.707,26.80525,10.4,30.75,,7,2,,3,6,,6,6,6,,9,,9,2.86,,60.15,,0.01,,36,,0,4,,,9,,,9,,,9,,,9,,,400,7.01,6.97,34.209,26.805,130.3,0.871,0.71,10.4,60.2,2.86,36,0.01,0,,,403,,,,,,,,
34211,859690,083.3 070.0,20-16045S-MX-101-2225-08330700-0440A-3,440,6.749,34.2272,0.576,26.85536,8.42,25.14,2,3,2,,3,,,,,,,9,,9,2.96,,65.18,,0,8,37.21,,0,4,,,9,,,9,,,9,,,9,,,440,6.75,6.71,34.227,26.855,125.9,0.916,0.58,8.4,65.2,2.96,37.2,0,0,,,444,2,,,,,,,
34211,859691,083.3 070.0,20-16045S-MX-101-2225-08330700-0500A-7,500,6.377,34.2695,0.377,26.9389,5.46,16.4,,7,2,,3,6,,6,6,6,,9,,9,3.08,,72.26,,0.01,,38.6,,0,4,,,9,,,9,,,9,,,9,,,500,6.38,6.33,34.27,26.939,118.6,0.997,0.38,5.5,72.3,3.08,38.6,0.01,0,,,504,,,,,,,,
34211,859692,083.3 070.0,20-16045S-MX-101-2225-08330700-0516A-3,516,6.241,34.2782,0.353,26.96355,5.1,15.42,1,3,2,,3,,,,,,,9,,9,3.11,,74.15,,0.013,,38.92,,0,4,,,9,,,9,,,9,,,9,,,516,6.24,6.19,34.278,26.964,116.4,1.009,0.35,5.1,74.2,3.11,38.9,0.01,0,,,520,1,,,,,,,
34212,859693,083.3 080.0,20-16045S-PR-101-1718-08330800-0000A-7,0,16.069,33.2057,5.762,24.35304,102.36,251.73,,7,2,,3,,,,,,0.213,,0.037,,0.31,,1.89,,0,8,0,8,0,,5.455,,,5.779,,,0.291,,,5.617,,,12/30/1899 06:55:00,0.93,0,16.07,16.07,33.206,24.353,356.4,0,5.76,102.4,1.9,0.31,0,0,0,0.21,0.04,0,,,,,,,,
34212,859694,083.3 080.0,20-16045S-PR-101-1718-08330800-0002A-3,2,16.069,33.2057,5.762,24.35318,102.36,251.73,24,3,2,,3,,,,,,0.213,,0.037,,0.31,,1.89,,0,8,0,8,0,4,5.455,,,5.779,,,0.291,,,5.617,,,12/30/1899 06:55:00,0.93,2,16.07,16.07,33.206,24.353,356.4,0.007,5.76,102.4,1.9,0.31,0,0,0,0.21,0.04,2,24,,,,,,,
34212,859695,083.3 080.0,20-16045S-PR-101-1718-08330800-0010A-7,10,15.64,33.2453,5.897,24.48042,103.89,257.07,,7,2,,3,6,,6,6,6,0.225,,0.052,,0.32,,1.91,,0.01,,0,,0,4,,,9,,,9,,,9,,,9,,,10,15.64,15.64,33.245,24.48,344.6,0.036,5.9,103.9,1.9,0.32,0,0.01,0,0.23,0.05,10,,,,,,,,
34212,859696,083.3 080.0,20-16045S-PR-101-1718-08330800-0011A-3,11,15.448,33.236,5.883,24.51585,103.24,256.98,22,3,2,,3,,,,,,0.227,,0.054,,0.32,,1.91,,0.008,,0,8,0,4,,,9,,,9,,,9,,,9,,,11,15.45,15.45,33.236,24.516,341.3,0.039,5.88,103.2,1.9,0.32,0,0.01,0,0.23,0.05,11,22,,,,,,,
34212,859697,083.3 080.0,20-16045S-PR-101-1718-08330800-0011B-6,10,15.448,33.2405,,24.5193,,,23,6,2,,3,,,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,11,15.45,15.45,33.241,24.519,340.9,0.037,,,,,,,,,,11,23,,,,,,,
34212,859698,083.3 080.0,20-16045S-PR-101-1718-08330800-0014A-3,14,15.305,33.2223,5.875,24.53694,102.79,256.67,21,3,2,,3,,,,,,0.218,,0.053,,0.32,,2.13,,0.008,,0,8,0,4,5.342,,,5.24,,,0.399,,,5.291,,,12/30/1899 06:55:00,0.366,14,15.31,15.3,33.222,24.537,339.3,0.049,5.88,102.8,2.1,0.32,0,0.01,0,0.22,0.05,14,21,,,,,,,
34212,859699,083.3 080.0,20-16045S-PR-101-1718-08330800-0019A-3,19,15.287,33.2222,5.869,24.54114,102.65,256.39,20,3,2,,3,,,,,,0.25,,0.052,,0.32,,2.08,,0,8,0,8,0,4,6.982,,,7.074,,,0.264,,,7.028,,,12/30/1899 06:55:00,0.254,19,15.29,15.28,33.222,24.541,339.1,0.066,5.87,102.7,2.1,0.32,0,0,0,0.25,0.05,19,20,,,,,,,
34212,859700,083.3 080.0,20-16045S-PR-101-1718-08330800-0020A-7,20,15.289,33.2221,5.88,24.54069,102.84,256.31,,7,2,,3,6,,6,6,6,0.252,,0.054,,0.32,,2.08,,0,,0,,0,4,,,9,,,9,,,9,,,9,,,20,15.29,15.29,33.222,24.541,339.2,0.07,5.88,102.8,2.1,0.32,0,0,0,0.25,0.05,20,,,,,,,,
34212,859701,083.3 080.0,20-16045S-PR-101-1718-08330800-0030A-7,30,15.218,33.2322,5.881,24.56466,102.72,256.35,,7,2,,3,6,,6,6,6,0.277,,0.074,,0.32,,2.04,,0,,0,,0,4,,,9,,,9,,,9,,,9,,,30,15.22,15.21,33.232,24.565,337.2,0.104,5.88,102.7,2,0.32,0,0,0,0.28,0.07,30,,,,,,,,
34212,859702,083.3 080.0,20-16045S-PR-101-1718-08330800-0036A-3,36,15.182,33.2368,5.886,24.57646,102.73,257.12,19,3,2,,3,,,,,,0.291,,0.086,,0.32,,2.02,,0,8,0,8,0,4,6.43,,,6.169,,,0.348,,,6.299,,,12/30/1899 06:55:00,0.08,36,15.18,15.18,33.237,24.576,336.3,0.123,5.89,102.7,2,0.32,0,0,0,0.29,0.09,36,19,,,,,,,
34212,859703,083.3 080.0,20-16045S-PR-101-1718-08330800-0047A-3,47,15.054,33.2405,5.864,24.60784,102.08,256.16,18,3,2,,3,,,,,,0.421,,0.128,,0.33,,2.08,,0,8,0,8,0,4,,,9,,,9,,,9,,,9,,,47,15.05,15.05,33.241,24.608,333.7,0.16,5.86,102.1,2.1,0.33,0,0,0,0.42,0.13,47,18,,,,,,,
34212,859704,083.3 080.0,20-16045S-PR-101-1718-08330800-0050A-7,50,14.992,33.2446,5.868,24.62462,102.03,255.77,,7,2,,3,6,,6,6,6,0.488,,0.163,,0.34,,2.14,,0,,0,,0,4,,,9,,,9,,,9,,,9,,,50,14.99,14.98,33.245,24.625,332.2,0.171,5.87,102,2.1,0.34,0,0,0,0.49,0.16,50,,,,,,,,
34212,859705,083.3 080.0,20-16045S-PR-101-1718-08330800-0059A-3,59,14.853,33.2542,5.855,24.66254,101.52,255.78,17,3,2,,3,,,,,,0.687,,0.266,,0.35,,2.32,,0.007,,0,8,0,4,4.121,,,3.967,,,0.371,,,4.044,,,12/30/1899 06:55:00,0.013,59,14.85,14.84,33.254,24.663,328.8,0.2,5.86,101.5,2.3,0.35,0,0.01,0,0.69,0.27,59,17,,,,,,,
34212,859706,083.3 080.0,20-16045S-PR-101-1718-08330800-0066A-3,66,14.707,33.2878,5.836,24.72016,100.91,254.92,15,3,2,,3,,,,,,1.205,,0.48,,0.38,,2.44,,0.045,,0.03,,0.01,,,,9,,,9,,,9,,,9,,,66,14.71,14.7,33.288,24.72,323.6,0.223,5.84,100.9,2.4,0.38,0,0.05,0.01,1.21,0.48,67,15,,,,,,,
34212,859707,083.3 080.0,20-16045S-PR-101-1718-08330800-0067B-6,66,14.707,33.2872,,24.7197,,,16,6,2,,3,,,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,67,14.71,14.7,33.287,24.72,323.6,0.224,,,,,,,,,,67,16,,,,,,,
34212,859708,083.3 080.0,20-16045S-PR-101-1718-08330800-0073A-3,73,14.835,33.3757,5.957,24.76097,103.32,260.21,14,3,2,,3,,,,,,0.759,,0.303,,0.38,,1.44,,0.017,,0,8,0.09,,1.755,,,2.23,,,0.019,,,1.992,,,12/30/1899 06:55:00,0.005,73,14.84,14.82,33.376,24.761,319.9,0.245,5.96,103.3,1.4,0.38,0,0.02,0.09,0.76,0.3,74,14,,,,,,,
34212,859709,083.3 080.0,20-16045S-PR-101-1718-08330800-0075A-7,75,14.783,33.3902,5.952,24.78343,103.13,259.39,,7,2,,3,6,,6,6,6,0.723,,0.296,,0.39,,1.53,,0.03,,0.1,,0.15,,,,9,,,9,,,9,,,9,,,75,14.78,14.77,33.39,24.783,317.9,0.253,5.95,103.1,1.5,0.39,0.1,0.03,0.15,0.72,0.3,76,,,,,,,,
34212,859710,083.3 080.0,20-16045S-PR-101-1718-08330800-0085A-3,85,14.311,33.38,5.835,24.87629,100.13,254.88,13,3,2,,3,,,,,,0.542,,0.261,,0.45,,1.99,,0.069,,0.43,,0.47,,,,9,,,9,,,9,,,9,,,85,14.31,14.3,33.38,24.876,309.3,0.283,5.84,100.1,2,0.45,0.4,0.07,0.47,0.54,0.26,86,13,,,,,,,
34212,859711,083.3 080.0,20-16045S-PR-101-1718-08330800-0095A-3,95,13.658,33.3698,5.697,25.00398,96.45,248.86,12,3,2,,3,,,,,,0.24,,0.223,,0.59,,3.56,,0.14,,2.09,,1.01,,,,9,,,9,,,9,,,9,,,95,13.66,13.64,33.37,25.004,297.3,0.313,5.7,96.5,3.6,0.59,2.1,0.14,1.01,0.24,0.22,96,12,,,,,,,
34212,859712,083.3 080.0,20-16045S-PR-101-1718-08330800-0100A-7,100,13.611,33.398,5.623,25.03563,95.12,244.99,,7,2,,3,6,,6,6,6,0.206,,0.209,,0.69,,5.06,,0.17,,4,,0.77,,,,9,,,9,,,9,,,9,,,100,13.61,13.6,33.398,25.036,294.5,0.33,5.62,95.1,5.1,0.69,4,0.17,0.77,0.21,0.21,101,,,,,,,,
34212,859713,083.3 080.0,20-16045S-PR-101-1718-08330800-0110A-3,110,12.747,33.3593,4.983,25.1781,82.77,217.66,11,3,2,,3,,,,,,0.139,,0.18,,0.9,,8.05,,0.238,,7.84,,0.3,,,,9,,,9,,,9,,,9,,,110,12.75,12.73,33.359,25.178,281,0.357,4.98,82.8,8.1,0.9,7.8,0.24,0.3,0.14,0.18,111,11,,,,,,,
34212,859714,083.3 080.0,20-16045S-PR-101-1718-08330800-0125A-3,125,11.297,33.4095,4.163,25.48982,67.07,181.81,10,3,2,,3,,,,,,0.077,,0.123,,1.28,,13.29,,0.13,,14.3,,0,4,,,9,,,9,,,9,,,9,,,125,11.3,11.28,33.41,25.49,251.4,0.397,4.16,67.1,13.3,1.28,14.3,0.13,0,0.08,0.12,126,10,,,,,,,
34212,859715,083.3 080.0,20-16045S-PR-101-1718-08330800-0140A-3,140,10.339,33.5703,3.44,25.78405,54.33,150.21,9,3,2,,3,,,,,,0.027,,0.082,,1.61,,18.68,,0.029,,19.29,,0,4,,,9,,,9,,,9,,,9,,,140,10.34,10.32,33.57,25.784,223.6,0.432,3.44,54.3,18.7,1.61,19.3,0.03,0,0.03,0.08,141,9,,,,,,,
34212,859716,083.3 080.0,20-16045S-PR-101-1718-08330800-0150A-7,150,10.108,33.7031,3.291,25.92732,51.76,143.26,,7,2,,3,6,,6,6,6,0.025,,0.082,,1.69,,20.46,,0.02,,20.4,,0,4,,,9,,,9,,,9,,,9,,,150,10.11,10.09,33.703,25.927,210.2,0.457,3.29,51.8,20.5,1.69,20.4,0.02,0,0.03,0.08,151,,,,,,,,
34212,859717,083.3 080.0,20-16045S-PR-101-1718-08330800-0170A-3,170,9.972,33.7791,2.81,26.01031,44.08,122.72,8,3,2,,3,,,,,,0.021,,0.081,,1.86,,24.01,,0.016,,22.66,,0.03,,,,9,,,9,,,9,,,9,,,170,9.97,9.95,33.779,26.01,202.7,0.496,2.81,44.1,24,1.86,22.7,0.02,0.03,0.02,0.08,171,8,,,,,,,
34212,859718,083.3 080.0,20-16045S-PR-101-1718-08330800-0200A-3,200,9.247,33.9259,2.482,26.24497,38.35,108.36,7,3,2,,3,,,,,,0.009,,0.06,,2.02,,29.28,,0.018,,25.46,,0,4,,,9,,,9,,,9,,,9,,,200,9.25,9.23,33.926,26.245,180.9,0.554,2.48,38.4,29.3,2.02,25.5,0.02,0,0.01,0.06,202,7,,,,,,,
34212,859719,083.3 080.0,20-16045S-PR-101-1718-08330800-0230A-3,230,8.569,34.0175,2.223,26.42396,33.85,97.04,6,3,2,,3,,,,,,,9,,9,2.17,,35.17,,0.019,,27.95,,0,4,,,9,,,9,,,9,,,9,,,230,8.57,8.54,34.018,26.424,164.2,0.605,2.22,33.9,35.2,2.17,28,0.02,0,,,232,6,,,,,,,
34212,859720,083.3 080.0,20-16045S-PR-101-1718-08330800-0250A-7,250,8.412,34.0574,2.029,26.4798,30.79,88.28,,7,2,,3,6,,6,6,6,,9,,9,2.28,,38.26,,0.02,,29.1,,0,4,,,9,,,9,,,9,,,9,,,250,8.41,8.39,34.057,26.48,159.3,0.641,2.03,30.8,38.3,2.28,29.1,0.02,0,,,252,,,,,,,,
34212,859721,083.3 080.0,20-16045S-PR-101-1718-08330800-0270A-3,270,8.239,34.089,1.75,26.53127,26.46,76.38,5,3,2,,3,,,,,,,9,,9,2.38,,41.35,,0.012,,30.3,,0,4,,,9,,,9,,,9,,,9,,,270,8.24,8.21,34.089,26.531,154.7,0.669,1.75,26.5,41.4,2.38,30.3,0.01,0,,,272,5,,,,,,,
34212,859722,083.3 080.0,20-16045S-PR-101-1718-08330800-0300A-7,300,7.953,34.1069,1.59,26.58857,23.88,69.17,,7,2,,3,6,,6,6,6,,9,,9,2.48,,44.57,,0.01,,31.4,,0,4,,,9,,,9,,,9,,,9,,,300,7.95,7.92,34.107,26.589,149.7,0.719,1.59,23.9,44.6,2.48,31.4,0.01,0,,,302,,,,,,,,
34212,859723,083.3 080.0,20-16045S-PR-101-1718-08330800-0320A-3,320,7.859,34.1296,1.398,26.62072,20.96,61.02,4,3,2,,3,,,,,,,9,,9,2.54,,46.71,,0.008,,32.1,,0,4,,,9,,,9,,,9,,,9,,,320,7.86,7.83,34.13,26.621,147,0.744,1.4,21,46.7,2.54,32.1,0.01,0,,,323,4,,,,,,,
34212,859724,083.3 080.0,20-16045S-PR-101-1718-08330800-0380A-3,380,7.322,34.1776,0.943,26.73666,13.96,41.18,3,3,2,,3,,,,,,,9,,9,2.77,,55.36,,0.004,,34.69,,0,4,,,9,,,9,,,9,,,9,,,380,7.32,7.29,34.178,26.737,136.7,0.83,0.94,14,55.4,2.77,34.7,0,0,,,383,3,,,,,,,
34212,859725,083.3 080.0,20-16045S-PR-101-1718-08330800-0400A-7,400,7.206,34.1914,0.834,26.76416,12.32,36.28,,7,2,,3,6,,6,6,6,,9,,9,2.82,,58.18,,0.01,,35.4,,0,4,,,9,,,9,,,9,,,9,,,400,7.21,7.17,34.191,26.764,134.3,0.862,0.83,12.3,58.2,2.82,35.4,0.01,0,,,403,,,,,,,,
34212,859726,083.3 080.0,20-16045S-PR-101-1718-08330800-0441A-3,441,6.725,34.1972,0.665,26.83491,9.71,29.02,2,3,2,,3,,,,,,,9,,9,2.93,,63.96,,0.011,,36.95,,0,4,,,9,,,9,,,9,,,9,,,441,6.73,6.68,34.197,26.835,127.9,0.911,0.67,9.7,64,2.93,37,0.01,0,,,445,2,,,,,,,
34212,859727,083.3 080.0,20-16045S-PR-101-1718-08330800-0500A-7,500,6.483,34.2299,0.495,26.89394,7.19,21.53,,7,2,,3,6,,6,6,6,,9,,9,3.05,,70.63,,0.01,,38.3,,0,4,,,9,,,9,,,9,,,9,,,500,6.48,6.44,34.23,26.894,123,0.991,0.5,7.2,70.6,3.05,38.3,0.01,0,,,504,,,,,,,,
34212,859728,083.3 080.0,20-16045S-PR-101-1718-08330800-0516A-3,516,6.243,34.2282,0.456,26.92379,6.59,19.92,1,3,2,,3,,,,,,,9,,9,3.08,,72.44,,0.01,,38.65,,0,4,,,9,,,9,,,9,,,9,,,516,6.24,6.2,34.228,26.924,120.1,1.004,0.46,6.6,72.4,3.08,38.7,0.01,0,,,520,1,,,,,,,
34213,859729,083.3 090.0,20-16045S-MX-101-0952-08330900-0000A-7,0,16.503,33.1374,5.689,24.20154,101.89,248.52,,7,2,,3,,,,,,0.065,,0.01,,0.29,,2.24,,0.018,,0.09,,0.01,,,,9,,,9,,,9,,,9,,,0,16.5,16.5,33.137,24.202,370.8,0,5.69,101.9,2.2,0.29,0.1,0.02,0.01,0.07,0.01,0,,,,,,,,
34213,859730,083.3 090.0,20-16045S-MX-101-0952-08330900-0002A-3,2,16.503,33.1374,5.689,24.20169,101.89,248.52,21,3,2,,3,,,,,,0.065,,0.01,,0.29,,2.24,,0.018,,0.09,,0.01,,,,9,,,9,,,9,,,9,,,2,16.5,16.5,33.137,24.202,370.9,0.007,5.69,101.9,2.2,0.29,0.1,0.02,0.01,0.07,0.01,2,21,,,,,,,
34213,859731,083.3 090.0,20-16045S-MX-101-0952-08330900-0009A-3,9,16.354,33.1302,5.688,24.23085,101.56,248.49,19,3,2,,3,,,,,,0.071,,0.011,,0.3,,1.82,,0.015,,0,8,0.02,,,,9,,,9,,,9,,,9,,,9,16.35,16.35,33.13,24.231,368.4,0.033,5.69,101.6,1.8,0.3,0,0.02,0.02,0.07,0.01,9,19,,,,,,,
34213,859732,083.3 090.0,20-16045S-MX-101-0952-08330900-0009B-6,9,16.354,33.1322,,24.2324,,,20,6,2,,3,,,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,9,16.35,16.35,33.132,24.232,368.2,0.035,,,,,,,,,,9,20,,,,,,,
34213,859733,083.3 090.0,20-16045S-MX-101-0952-08330900-0010B-7,10,16.161,33.1275,5.699,24.27281,101.37,248.49,,7,2,,3,6,,6,6,6,0.071,,0.011,,0.3,,1.81,,0.01,,0,,0,4,,,9,,,9,,,9,,,9,,,10,16.16,16.16,33.128,24.273,364.4,0.037,5.7,101.4,1.8,0.3,0,0.01,0,0.07,0.01,10,,,,,,,,
34213,859734,083.3 090.0,20-16045S-MX-101-0952-08330900-0020B-7,20,15.927,33.1362,5.721,24.33304,101.29,249.43,,7,2,,3,6,,6,6,6,0.066,,0.012,,0.29,,1.75,,0.01,,0,,0,4,,,9,,,9,,,9,,,9,,,20,15.93,15.92,33.136,24.333,359,0.074,5.72,101.3,1.8,0.29,0,0.01,0,0.07,0.01,20,,,,,,,,
34213,859735,083.3 090.0,20-16045S-MX-101-0952-08330900-0025A-3,25,15.798,33.149,5.734,24.37215,101.27,250.46,18,3,2,,3,,,,,,0.064,,0.013,,0.28,,1.72,,0.014,,0,8,0,4,,,9,,,9,,,9,,,9,,,25,15.8,15.79,33.149,24.372,355.4,0.091,5.73,101.3,1.7,0.28,0,0.01,0,0.06,0.01,25,18,,,,,,,
34213,859736,083.3 090.0,20-16045S-MX-101-0952-08330900-0030A-7,30,15.771,33.1345,5.745,24.36737,101.4,250.47,,7,2,,3,6,,6,6,6,0.069,,0.014,,0.28,,1.7,,0.01,,0,,0,4,,,9,,,9,,,9,,,9,,,30,15.77,15.77,33.135,24.367,356.1,0.11,5.75,101.4,1.7,0.28,0,0.01,0,0.07,0.01,30,,,,,,,,
34213,859737,083.3 090.0,20-16045S-MX-101-0952-08330900-0039A-3,39,15.74,33.1379,5.746,24.37753,101.35,251.01,17,3,2,,3,,,,,,0.077,,0.017,,0.27,,1.65,,0.012,,0,8,0,4,,,9,,,9,,,9,,,9,,,39,15.74,15.73,33.138,24.378,355.4,0.141,5.75,101.4,1.7,0.27,0,0.01,0,0.08,0.02,39,17,,,,,,,
34213,859738,083.3 090.0,20-16045S-MX-101-0952-08330900-0050A-3,50,15.69,33.1346,5.747,24.38688,101.26,251.05,16,3,2,,3,,,,,,0.099,,0.023,,0.29,,1.64,,0.016,,0,8,0,4,,,9,,,9,,,9,,,9,,,50,15.69,15.68,33.135,24.387,354.9,0.18,5.75,101.3,1.6,0.29,0,0.02,0,0.1,0.02,50,16,,,,,,,
34213,859739,083.3 090.0,20-16045S-MX-101-0952-08330900-0061A-3,61,15.508,33.1301,5.805,24.42448,101.91,253.57,15,3,2,,3,,,,,,0.15,,0.039,,0.27,,1.65,,0.01,,0,8,0,4,,,9,,,9,,,9,,,9,,,61,15.51,15.5,33.13,24.424,351.7,0.219,5.81,101.9,1.7,0.27,0,0.01,0,0.15,0.04,61,15,,,,,,,
34213,859740,083.3 090.0,20-16045S-MX-101-0952-08330900-0075A-3,75,14.708,33.1252,5.861,24.59513,101.24,256.03,14,3,2,,3,,,,,,0.243,,0.153,,0.31,,1.85,,0,8,0,8,0,4,,,9,,,9,,,9,,,9,,,75,14.71,14.7,33.125,24.595,335.8,0.267,5.86,101.2,1.9,0.31,0,0,0,0.24,0.15,76,14,,,,,,,
34213,859741,083.3 090.0,20-16045S-MX-101-0952-08330900-0087A-3,87,14.221,33.1705,5.769,24.73351,98.69,252,13,3,2,,3,,,,,,0.464,,0.415,,0.36,,2.24,,0.047,,0,8,0.01,,,,9,,,9,,,9,,,9,,,87,14.22,14.21,33.171,24.734,322.9,0.306,5.77,98.7,2.2,0.36,0,0.05,0.01,0.46,0.42,88,13,,,,,,,
34213,859742,083.3 090.0,20-16045S-MX-101-0952-08330900-0100A-7,100,13.44,33.1897,5.379,24.90909,90.56,234.39,,7,2,,3,6,,6,6,6,0.276,,0.304,,0.54,,3.71,,0.07,,3,,0,4,,,9,,,9,,,9,,,9,,,100,13.44,13.43,33.19,24.909,306.4,0.35,5.38,90.6,3.7,0.54,3,0.07,0,0.28,0.3,101,,,,,,,,
34213,859743,083.3 090.0,20-16045S-MX-101-0952-08330900-0101A-3,101,13.225,33.1915,5.397,24.95356,90.46,235.75,12,3,2,,3,,,,,,0.262,,0.295,,0.55,,3.82,,0.076,,3.22,,0,4,,,9,,,9,,,9,,,9,,,101,13.23,13.21,33.192,24.954,302.2,0.35,5.4,90.5,3.8,0.55,3.2,0.08,0,0.26,0.3,102,12,,,,,,,
