Cst_Cnt,Btl_Cnt,Sta_ID,Depth_ID,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,IncTim,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1,DIC Quality Comment
34156,858447,093.3 090.0,20-1601RL-MX-010-0153-09330900-0400A-7,400,6.57,34.1442,0.854,26.81249,12.42,37.14,,7,2,,3,6,,6,6,6,,9,,9,2.92,,64.85,,0.01,,37.5,,0.29,,,,9,,,9,,,9,,,9,,,400,6.57,6.53,34.144,26.812,129.1,0.863,0.85,12.4,64.9,2.92,37.5,0.01,0.29,,,403,,,,,,,,
34156,858448,093.3 090.0,20-1601RL-MX-010-0153-09330900-0442A-3,442,6.217,34.181,0.61,26.88805,8.8,26.61,2,3,2,,3,,,,,,,9,,9,3.02,,71.09,,0.013,,38.55,,0.12,,,,9,,,9,,,9,,,9,,,442,6.22,6.18,34.181,26.888,122.3,0.913,0.61,8.8,71.1,3.02,38.6,0.01,0.12,,,446,2,,,,,,,
34156,858449,093.3 090.0,20-1601RL-MX-010-0153-09330900-0500A-7,500,5.859,34.2306,0.439,26.97327,6.28,19.09,,7,2,,3,6,,6,6,6,,9,,9,3.14,,78.62,,0.01,,40,,0.21,,,,9,,,9,,,9,,,9,,,500,5.86,5.82,34.231,26.973,114.7,0.986,0.44,6.3,78.6,3.14,40,0.01,0.21,,,504,,,,,,,,
34156,858450,093.3 090.0,20-1601RL-MX-010-0153-09330900-0512A-3,512,5.861,34.2471,0.366,26.98635,5.24,15.99,1,3,2,,3,,,,,,,9,,9,3.16,,80.18,,0.011,,40.31,,0.23,,,,9,,,9,,,9,,,9,,,512,5.86,5.82,34.247,26.986,113.6,0.995,0.37,5.2,80.2,3.16,40.3,0.01,0.23,,,516,1,,,,,,,
34157,858451,093.3 100.0,20-1601RL-MX-010-0748-09331000-0000A-7,0,16.97,33.4301,5.532,24.31762,100.16,241.56,,7,2,,3,,,,,,0.142,,0.047,,0.26,,2.06,,0.013,,0.03,,0,,,,9,,,9,,,9,,,9,,,0,16.97,16.97,33.43,24.318,359.8,0,5.53,100.2,2.1,0.26,0,0.01,0,0.14,0.05,0,,,,,,,,
34157,858452,093.3 100.0,20-1601RL-MX-010-0748-09331000-0002A-3,2,16.97,33.4301,5.532,24.31777,100.16,241.56,20,3,2,,3,,,,,,0.142,,0.047,,0.26,,2.06,,0.013,,0.03,,0,4,,,9,,,9,,,9,,,9,,,2,16.97,16.97,33.43,24.318,359.8,0.007,5.53,100.2,2.1,0.26,0,0.01,0,0.14,0.05,2,20,,,,,,,
34157,858453,093.3 100.0,20-1601RL-MX-010-0748-09331000-0010A-7,10,16.971,33.4377,5.537,24.32398,100.26,241.41,,7,2,,3,6,,6,6,6,0.131,,0.051,,0.27,,2.06,,0.01,,0,,0,4,,,9,,,9,,,9,,,9,,,10,16.97,16.97,33.438,24.324,359.5,0.036,5.54,100.3,2.1,0.27,0,0.01,0,0.13,0.05,10,,,,,,,,
34157,858454,093.3 100.0,20-1601RL-MX-010-0748-09331000-0011A-3,11,16.97,33.4447,5.519,24.32967,99.93,240.97,19,3,2,,3,,,,,,0.13,,0.051,,0.27,,2.06,,0.01,,0.04,,0.02,,,,9,,,9,,,9,,,9,,,11,16.97,16.97,33.445,24.33,359,0.04,5.52,99.9,2.1,0.27,0,0.01,0.02,0.13,0.05,11,19,,,,,,,
34157,858455,093.3 100.0,20-1601RL-MX-010-0748-09331000-0020A-7,20,16.973,33.4375,5.527,24.32412,100.08,240.97,,7,2,,3,6,,6,6,6,0.134,,0.052,,0.28,,2.06,,0.01,,0,,0.03,,,,9,,,9,,,9,,,9,,,20,16.97,16.97,33.438,24.324,359.9,0.072,5.53,100.1,2.1,0.28,0,0.01,0.03,0.13,0.05,20,,,,,,,,
34157,858456,093.3 100.0,20-1601RL-MX-010-0748-09331000-0025A-5,25,16.963,33.4364,5.529,24.32601,100.09,241.06,18,5,2,,3,6,,6,6,6,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,25,16.96,16.96,33.436,24.326,359.9,0.091,5.53,100.1,,,,,,,,25,18,,,,,,,
34157,858457,093.3 100.0,20-1601RL-MX-010-0748-09331000-0030A-7,30,16.958,33.4363,5.527,24.32749,100.04,240.97,,7,2,,3,6,,6,6,6,0.139,,0.054,,0.29,,2.05,,0.01,,0,,0.05,,,,9,,,9,,,9,,,9,,,30,16.96,16.95,33.436,24.327,359.9,0.109,5.53,100,2.1,0.29,0,0.01,0.05,0.14,0.05,30,,,,,,,,
34157,858458,093.3 100.0,20-1601RL-MX-010-0748-09331000-0040A-3,40,16.946,33.4378,5.517,24.33222,99.84,240.9,17,3,2,,3,,,,,,0.143,,0.055,,0.3,,2.05,,0.01,,0.05,,0.06,,,,9,,,9,,,9,,,9,,,40,16.95,16.94,33.438,24.332,359.9,0.144,5.52,99.8,2.1,0.3,0.1,0.01,0.06,0.14,0.06,40,17,,,,,,,
34157,858459,093.3 100.0,20-1601RL-MX-010-0748-09331000-0050A-3,50,16.945,33.4376,5.519,24.33307,99.87,240.98,16,3,2,,3,,,,,,0.164,,0.059,,0.25,,2.06,,0.006,,0.03,,0,4,,,9,,,9,,,9,,,9,,,50,16.95,16.94,33.438,24.333,360.1,0.18,5.52,99.9,2.1,0.25,0,0.01,0,0.16,0.06,50,16,,,,,,,
34157,858460,093.3 100.0,20-1601RL-MX-010-0748-09331000-0062A-3,62,16.941,33.4374,5.515,24.33477,99.78,240.81,15,3,2,,3,,,,,,0.168,,0.057,,0.27,,2.04,,0.009,,0.03,,0,4,,,9,,,9,,,9,,,9,,,62,16.94,16.93,33.437,24.335,360.4,0.223,5.52,99.8,2,0.27,0,0.01,0,0.17,0.06,62,15,,,,,,,
34157,858461,093.3 100.0,20-1601RL-MX-010-0748-09331000-0075A-7,75,16.941,33.4324,5.517,24.33193,99.81,240.54,,7,2,,3,6,,6,6,6,0.167,,0.069,,0.26,,2.04,,0.01,,0,,0,4,,,9,,,9,,,9,,,9,,,75,16.94,16.93,33.432,24.332,361.2,0.272,5.52,99.8,2,0.26,0,0.01,0,0.17,0.07,76,,,,,,,,
34157,858462,093.3 100.0,20-1601RL-MX-010-0748-09331000-0076A-3,76,16.94,33.4372,5.506,24.33593,99.61,240.39,14,3,2,,3,,,,,,0.167,,0.07,,0.26,,2.04,,0.01,,0.04,,0,4,,,9,,,9,,,9,,,9,,,76,16.94,16.93,33.437,24.336,360.8,0.274,5.51,99.6,2,0.26,0,0.01,0,0.17,0.07,77,14,,,,,,,
34157,858463,093.3 100.0,20-1601RL-MX-010-0748-09331000-0086A-3,86,16.935,33.436,5.52,24.33694,99.85,241.02,13,3,2,,3,,,,,,0.175,,0.066,,0.26,,2.03,,0.012,,0.03,,0,4,,,9,,,9,,,9,,,9,,,86,16.94,16.92,33.436,24.337,361.1,0.31,5.52,99.9,2,0.26,0,0.01,0,0.18,0.07,87,13,,,,,,,
34157,858464,093.3 100.0,20-1601RL-MX-010-0748-09331000-0100A-3,100,16.517,33.374,5.542,24.38738,99.39,241.98,12,3,2,,3,,,,,,0.159,,0.073,,0.28,,1.99,,0.016,,0.03,,0.05,,,,9,,,9,,,9,,,9,,,100,16.52,16.5,33.374,24.387,356.7,0.36,5.54,99.4,2,0.28,0,0.02,0.05,0.16,0.07,101,12,,,,,,,
34157,858465,093.3 100.0,20-1601RL-MX-010-0748-09331000-0113A-3,113,15.544,33.2905,5.501,24.54351,96.72,240.22,11,3,2,,3,,,,,,0.127,,0.094,,0.36,,2.59,,0.207,,0.49,,0.01,,,,9,,,9,,,9,,,9,,,113,15.54,15.53,33.291,24.544,342.1,0.405,5.5,96.7,2.6,0.36,0.5,0.21,0.01,0.13,0.09,114,11,,,,,,,
34157,858466,093.3 100.0,20-1601RL-MX-010-0748-09331000-0125A-7,125,13.873,33.2491,5.335,24.86848,90.65,232.48,,7,2,,3,6,,6,6,6,0.168,,0.147,,0.5,,4.09,,0.13,,2.2,,0,4,,,9,,,9,,,9,,,9,,,125,13.87,13.86,33.249,24.868,311.2,0.448,5.34,90.7,4.1,0.5,2.2,0.13,0,0.17,0.15,126,,,,,,,,
34157,858467,093.3 100.0,20-1601RL-MX-010-0748-09331000-0126A-3,126,13.547,33.2522,5.363,24.93733,90.52,234.2,10,3,2,,3,,,,,,0.171,,0.151,,0.51,,4.22,,0.127,,2.39,,0,4,,,9,,,9,,,9,,,9,,,126,13.55,13.53,33.252,24.937,304.6,0.448,5.36,90.5,4.2,0.51,2.4,0.13,0,0.17,0.15,127,10,,,,,,,
34157,858468,093.3 100.0,20-1601RL-MX-010-0748-09331000-0142A-3,142,12.185,33.1819,5.133,25.14989,84.16,224.18,9,3,2,,3,,,,,,0.085,,0.099,,0.79,,6.94,,0.024,,7.06,,0,4,,,9,,,9,,,9,,,9,,,142,12.19,12.17,33.182,25.15,284.4,0.495,5.13,84.2,6.9,0.79,7.1,0.02,0,0.09,0.1,143,9,,,,,,,
34157,858469,093.3 100.0,20-1601RL-MX-010-0748-09331000-0150A-7,150,11.505,33.2214,5.068,25.30699,81.91,220.75,,7,2,,3,6,,6,6,6,0.07,,0.084,,0.93,,9.08,,0.02,,9.5,,0,4,,,9,,,9,,,9,,,9,,,150,11.51,11.49,33.221,25.307,269.5,0.521,5.07,81.9,9.1,0.93,9.5,0.02,0,0.07,0.08,151,,,,,,,,
34157,858470,093.3 100.0,20-1601RL-MX-010-0748-09331000-0170A-3,170,9.993,33.2875,4.589,25.62296,71.8,200.37,8,3,2,,3,,,,,,0.033,,0.047,,1.27,,14.44,,0.012,,15.69,,0,4,,,9,,,9,,,9,,,9,,,170,9.99,9.97,33.288,25.623,239.4,0.568,4.59,71.8,14.4,1.27,15.7,0.01,0,0.03,0.05,171,8,,,,,,,
34157,858471,093.3 100.0,20-1601RL-MX-010-0748-09331000-0200A-3,200,9.145,33.6842,3.716,26.07206,57.2,162.23,7,3,2,,3,,,,,,0.003,,0.024,,1.63,,23.39,,0.01,,21.94,,0,4,,,9,,,9,,,9,,,9,,,200,9.15,9.12,33.684,26.072,197.2,0.633,3.72,57.2,23.4,1.63,21.9,0.01,0,0,0.02,202,7,,,,,,,
34157,858472,093.3 100.0,20-1601RL-MX-010-0748-09331000-0231A-3,231,8.595,33.9169,3.015,26.34112,45.9,131.59,6,3,2,,3,,,,,,,9,,9,1.89,,31.27,,0.011,,26.18,,0,4,,,9,,,9,,,9,,,9,,,231,8.6,8.57,33.917,26.341,172.1,0.691,3.02,45.9,31.3,1.89,26.2,0.01,0,,,233,6,,,,,,,
34157,858473,093.3 100.0,20-1601RL-MX-010-0748-09331000-0250A-7,250,8.287,33.9645,2.947,26.42573,44.57,128.22,,7,2,,3,6,,6,6,6,,9,,9,1.95,,34.13,,0.01,,27,,0,4,,,9,,,9,,,9,,,9,,,250,8.29,8.26,33.965,26.426,164.3,0.729,2.95,44.6,34.1,1.95,27,0.01,0,,,252,,,,,,,,
34157,858474,093.3 100.0,20-1601RL-MX-010-0748-09331000-0269A-3,269,8.088,33.9917,2.782,26.47728,41.89,121.43,5,3,2,,3,,,,,,,9,,9,2,,36.98,,0.011,,27.86,,0,4,,,9,,,9,,,9,,,9,,,269,8.09,8.06,33.992,26.477,159.7,0.753,2.78,41.9,37,2,27.9,0.01,0,,,271,5,,,,,,,
34157,858475,093.3 100.0,20-1601RL-MX-010-0748-09331000-0300A-7,300,7.673,34.0147,2.347,26.55663,35.01,102.11,,7,2,,3,6,,6,6,6,,9,,9,2.18,,43.15,,0.01,,30.4,,0,4,,,9,,,9,,,9,,,9,,,300,7.67,7.64,34.015,26.557,152.5,0.808,2.35,35,43.2,2.18,30.4,0.01,0,,,302,,,,,,,,
34157,858476,093.3 100.0,20-1601RL-MX-010-0748-09331000-0325A-3,325,7.318,34.0273,1.993,26.61737,29.49,86.97,4,3,2,,3,,,,,,,9,,9,2.33,,48.12,,0.013,,32.43,,0,4,,,9,,,9,,,9,,,9,,,325,7.32,7.29,34.027,26.617,146.9,0.839,1.99,29.5,48.1,2.33,32.4,0.01,0,,,328,4,,,,,,,
34157,858477,093.3 100.0,20-1601RL-MX-010-0748-09331000-0379A-3,379,6.647,34.0747,1.299,26.74702,18.92,56.67,3,3,2,,3,,,,,,,9,,9,2.65,,60.17,,0.013,,36.16,,0,4,,,9,,,9,,,9,,,9,,,379,6.65,6.61,34.075,26.747,135,0.915,1.3,18.9,60.2,2.65,36.2,0.01,0,,,382,3,,,,,,,
34157,858478,093.3 100.0,20-1601RL-MX-010-0748-09331000-0400A-7,400,6.479,34.0934,1.125,26.78425,16.33,48.93,,7,2,,3,6,,6,6,6,,9,,9,2.72,,63.61,,0.01,,37,,0,4,,,9,,,9,,,9,,,9,,,400,6.48,6.44,34.093,26.784,131.7,0.951,1.13,16.3,63.6,2.72,37,0.01,0,,,403,,,,,,,,
34157,858479,093.3 100.0,20-1601RL-MX-010-0748-09331000-0441A-3,441,6.17,34.1277,0.84,26.85186,12.1,36.64,2,3,2,,3,,,,,,,9,,9,2.85,,70.32,,0.009,,38.76,,0,4,,,9,,,9,,,9,,,9,,,441,6.17,6.13,34.128,26.852,125.6,0.996,0.84,12.1,70.3,2.85,38.8,0.01,0,,,445,2,,,,,,,
34157,858480,093.3 100.0,20-1601RL-MX-010-0748-09331000-0500A-7,500,5.871,34.212,0.508,26.95709,7.27,22.09,,7,2,,3,6,,6,6,6,,9,,9,2.99,,78.55,,0.01,,40.1,,0,4,,,9,,,9,,,9,,,9,,,500,5.87,5.83,34.212,26.957,116.2,1.076,0.51,7.3,78.6,2.99,40.1,0.01,0,,,504,,,,,,,,
34157,858481,093.3 100.0,20-1601RL-MX-010-0748-09331000-0519A-3,519,5.755,34.2271,0.448,26.98362,6.4,19.55,1,3,2,,3,,,,,,,9,,9,3.03,,81.2,,0.008,,40.51,,0,4,,,9,,,9,,,9,,,9,,,519,5.76,5.71,34.227,26.984,113.9,1.09,0.45,6.4,81.2,3.03,40.5,0.01,0,,,523,1,,,,,,,
34158,858482,093.3 110.0,20-1601RL-MX-010-1351-09331100-0000A-7,0,16.655,33.3085,5.561,24.29779,100,242.86,,7,2,,3,,,,,,0.148,,0.05,,0.27,,1.89,,0.012,,0.02,,0.05,,,,9,,,9,,,9,,,9,,,0,16.66,16.66,33.309,24.298,361.7,0,5.56,100,1.9,0.27,0,0.01,0.05,0.15,0.05,0,,,,,,,,
34158,858483,093.3 110.0,20-1601RL-MX-010-1351-09331100-0002A-3,2,16.655,33.3085,5.561,24.29794,99.99,242.86,20,3,2,,3,,,,,,0.148,,0.05,,0.27,,1.89,,0.012,,0,8,0.05,,,,9,,,9,,,9,,,9,,,2,16.66,16.65,33.309,24.298,361.7,0.007,5.56,100,1.9,0.27,0,0.01,0.05,0.15,0.05,2,20,,,,,,,
34158,858484,093.3 110.0,20-1601RL-MX-010-1351-09331100-0010A-7,10,16.656,33.3082,5.582,24.29808,100.37,243.38,,7,2,,3,6,,6,6,6,0.143,,0.05,,0.28,,1.89,,0.01,,0,,0.09,,,,9,,,9,,,9,,,9,,,10,16.66,16.65,33.308,24.298,362,0.037,5.58,100.4,1.9,0.28,0,0.01,0.09,0.14,0.05,10,,,,,,,,
34158,858485,093.3 110.0,20-1601RL-MX-010-1351-09331100-0011A-3,11,16.657,33.3085,5.564,24.29815,100.05,243,19,3,2,,3,,,,,,0.142,,0.05,,0.28,,1.89,,0.009,,0.04,,0.1,,,,9,,,9,,,9,,,9,,,11,16.66,16.66,33.309,24.298,362,0.04,5.56,100.1,1.9,0.28,0,0.01,0.1,0.14,0.05,11,19,,,,,,,
34158,858486,093.3 110.0,20-1601RL-MX-010-1351-09331100-0020A-7,20,16.658,33.3082,5.578,24.29836,100.3,243.2,,7,2,,3,6,,6,6,6,0.142,,0.047,,0.27,,1.88,,0.01,,0,,0,4,,,9,,,9,,,9,,,9,,,20,16.66,16.65,33.308,24.298,362.3,0.073,5.58,100.3,1.9,0.27,0,0.01,0,0.14,0.05,20,,,,,,,,
34158,858487,093.3 110.0,20-1601RL-MX-010-1351-09331100-0025A-3,25,16.669,33.3044,5.569,24.29327,100.16,243.21,18,3,2,,3,,,,,,0.142,,0.046,,0.27,,1.88,,0.011,,0,8,0,4,,,9,,,9,,,9,,,9,,,25,16.67,16.67,33.304,24.293,363,0.09,5.57,100.2,1.9,0.27,0,0.01,0,0.14,0.05,25,18,,,,,,,
34158,858488,093.3 110.0,20-1601RL-MX-010-1351-09331100-0030A-7,30,16.681,33.3152,5.575,24.29915,100.29,243.07,,7,2,,3,6,,6,6,6,0.14,,0.049,,0.27,,1.9,,0.01,,0,,0,4,,,9,,,9,,,9,,,9,,,30,16.68,16.68,33.315,24.299,362.6,0.109,5.58,100.3,1.9,0.27,0,0.01,0,0.14,0.05,30,,,,,,,,
34158,858489,093.3 110.0,20-1601RL-MX-010-1351-09331100-0041A-3,41,16.659,33.3115,5.56,24.30223,99.97,242.82,23,3,2,,3,,,,,,0.135,,0.056,,0.26,,1.94,,0.013,,0.04,,0.04,,,,9,,,9,,,9,,,9,,,41,16.66,16.65,33.312,24.302,362.7,0.149,5.56,100,1.9,0.26,0,0.01,0.04,0.14,0.06,41,23,,,,,,,
34158,858490,093.3 110.0,20-1601RL-MX-010-1351-09331100-0050A-7,50,16.667,33.3197,5.564,24.30735,100.06,242.59,,7,2,,3,6,,6,6,6,0.149,,0.056,,0.27,,1.94,,0.01,,0,,0.02,,,,9,,,9,,,9,,,9,,,50,16.67,16.66,33.32,24.307,362.6,0.183,5.56,100.1,1.9,0.27,0,0.01,0.02,0.15,0.06,50,,,,,,,,
34158,858491,093.3 110.0,20-1601RL-MX-010-1351-09331100-0051A-3,51,16.667,33.3146,5.562,24.30351,100.02,242.91,22,3,2,,3,,,,,,0.15,,0.056,,0.27,,1.94,,0.011,,0.04,,0.02,,,,9,,,9,,,9,,,9,,,51,16.67,16.66,33.315,24.304,363,0.185,5.56,100,1.9,0.27,0,0.01,0.02,0.15,0.06,51,22,,,,,,,
34158,858492,093.3 110.0,20-1601RL-MX-010-1351-09331100-0062A-3,62,16.747,33.3465,5.562,24.31026,100.2,242.89,15,3,2,,3,,,,,,0.163,,0.055,,0.26,,1.98,,0.008,,0,8,0,4,,,9,,,9,,,9,,,9,,,62,16.75,16.74,33.347,24.31,362.7,0.225,5.56,100.2,2,0.26,0,0.01,0,0.16,0.06,62,15,,,,,,,
34158,858493,093.3 110.0,20-1601RL-MX-010-1351-09331100-0075A-3,75,16.752,33.3537,5.546,24.31561,99.92,242.19,14,3,2,,3,,,,,,0.173,,0.058,,0.26,,1.93,,0.008,,0,8,0,4,,,9,,,9,,,9,,,9,,,75,16.75,16.74,33.354,24.316,362.7,0.272,5.55,99.9,1.9,0.26,0,0.01,0,0.17,0.06,76,14,,,,,,,
34158,858494,093.3 110.0,20-1601RL-MX-010-1351-09331100-0087A-3,87,16.738,33.3486,5.549,24.31585,99.94,242.35,13,3,2,,3,,,,,,0.184,,0.071,,0.26,,1.93,,0.008,,0,8,0,4,,,9,,,9,,,9,,,9,,,87,16.74,16.72,33.349,24.316,363.1,0.315,5.55,99.9,1.9,0.26,0,0.01,0,0.18,0.07,88,13,,,,,,,
34158,858495,093.3 110.0,20-1601RL-MX-010-1351-09331100-0100A-3,100,16.757,33.3552,5.528,24.31749,99.6,241.42,12,3,2,,3,,,,,,0.177,,0.077,,0.27,,1.92,,0.01,,0,8,0,4,,,9,,,9,,,9,,,9,,,100,16.76,16.74,33.355,24.317,363.4,0.363,5.53,99.6,1.9,0.27,0,0.01,0,0.18,0.08,101,12,,,,,,,
34158,858496,093.3 110.0,20-1601RL-MX-010-1351-09331100-0111A-3,111,15.179,33.3647,5.45,24.68057,95.17,237.98,11,3,2,,3,,,,,,0.163,,0.125,,0.36,,3.19,,0.298,,0.47,,0.01,,,,9,,,9,,,9,,,9,,,111,15.18,15.16,33.365,24.681,328.9,0.401,5.45,95.2,3.2,0.36,0.5,0.3,0.01,0.16,0.13,112,11,,,,,,,
34158,858497,093.3 110.0,20-1601RL-MX-010-1351-09331100-0125A-3,125,13.311,33.1984,5.341,24.94308,89.68,233.26,10,3,2,,3,,,,,,0.032,,0.042,,0.59,,4.65,,0.07,,3.28,,0,4,,,9,,,9,,,9,,,9,,,125,13.31,13.29,33.198,24.943,303.9,0.445,5.34,89.7,4.7,0.59,3.3,0.07,0,0.03,0.04,126,10,,,,,,,
34158,858498,093.3 110.0,20-1601RL-MX-010-1351-09331100-0140A-3,140,11.641,33.2177,5.052,25.2788,81.89,220.65,9,3,2,,3,,,,,,0.074,,0.1,,0.86,,7.85,,0.019,,8.55,,0,4,,,9,,,9,,,9,,,9,,,140,11.64,11.62,33.218,25.279,271.9,0.488,5.05,81.9,7.9,0.86,8.6,0.02,0,0.07,0.1,141,9,,,,,,,
34158,858499,093.3 110.0,20-1601RL-MX-010-1351-09331100-0150A-7,150,11.094,33.2629,4.97,25.41323,79.64,216.46,,7,2,,3,6,,6,6,6,0.06,,0.081,,0.98,,9.78,,0.02,,10.6,,0,4,,,9,,,9,,,9,,,9,,,150,11.09,11.08,33.263,25.413,259.3,0.518,4.97,79.6,9.8,0.98,10.6,0.02,0,0.06,0.08,151,,,,,,,,
34158,858500,093.3 110.0,20-1601RL-MX-010-1351-09331100-0171A-3,171,10.082,33.3571,4.593,25.66244,72.04,200.57,8,3,2,,3,,,,,,0.03,,0.041,,1.23,,13.82,,0.013,,14.95,,0,4,,,9,,,9,,,9,,,9,,,171,10.08,10.06,33.357,25.662,235.7,0.567,4.59,72,13.8,1.23,15,0.01,0,0.03,0.04,172,8,,,,,,,
34158,858501,093.3 110.0,20-1601RL-MX-010-1351-09331100-0200A-7,200,9.442,33.6555,3.995,26.00206,61.89,173.9,,7,2,,3,6,,6,6,6,0.012,,0.02,,1.47,,19.84,,0.01,,19.3,,0,4,,,9,,,9,,,9,,,9,,,200,9.44,9.42,33.656,26.002,204,0.634,4,61.9,19.8,1.47,19.3,0.01,0,0.01,0.02,202,,,,,,,,
34158,858502,093.3 110.0,20-1601RL-MX-010-1351-09331100-0202A-3,202,9.366,33.643,4.01,26.00461,62.01,175.09,7,3,2,,3,,,,,,0.011,,0.019,,1.49,,20.26,,0.01,,19.64,,0,4,,,9,,,9,,,9,,,9,,,202,9.37,9.34,33.643,26.005,203.7,0.635,4.01,62,20.3,1.49,19.6,0.01,0,0.01,0.02,204,7,,,,,,,
34158,858503,093.3 110.0,20-1601RL-MX-010-1351-09331100-0230A-3,230,9.106,33.8699,3.409,26.22466,52.48,148.84,6,3,2,,3,,,,,,,9,,9,1.71,,26.21,,0.008,,23,,0,4,,,9,,,9,,,9,,,9,,,230,9.11,9.08,33.87,26.225,183.4,0.689,3.41,52.5,26.2,1.71,23,0.01,0,,,232,6,,,,,,,
34158,858504,093.3 110.0,20-1601RL-MX-010-1351-09331100-0250A-7,250,8.67,33.9495,3.219,26.35579,49.1,140.07,,7,2,,3,6,,6,6,6,,9,,9,1.8,,29.71,,0.01,,24.6,,0,4,,,9,,,9,,,9,,,9,,,250,8.67,8.64,33.95,26.356,171.2,0.727,3.22,49.1,29.7,1.8,24.6,0.01,0,,,252,,,,,,,,
34158,858505,093.3 110.0,20-1601RL-MX-010-1351-09331100-0271A-3,271,8.339,33.9617,3.012,26.41639,45.6,131.46,5,3,2,,3,,,,,,,9,,9,1.9,,33.39,,0.009,,26.35,,0,4,,,9,,,9,,,9,,,9,,,271,8.34,8.31,33.962,26.416,165.6,0.76,3.01,45.6,33.4,1.9,26.4,0.01,0,,,273,5,,,,,,,
34158,858506,093.3 110.0,20-1601RL-MX-010-1351-09331100-0300A-7,300,7.912,34.0061,2.48,26.51536,37.19,107.9,,7,2,,3,6,,6,6,6,,9,,9,2.1,,39.58,,0.01,,29.1,,0,4,,,9,,,9,,,9,,,9,,,300,7.91,7.88,34.006,26.515,156.6,0.81,2.48,37.2,39.6,2.1,29.1,0.01,0,,,302,,,,,,,,
34158,858507,093.3 110.0,20-1601RL-MX-010-1351-09331100-0320A-3,320,7.649,34.0124,2.211,26.55883,32.96,96.52,4,3,2,,3,,,,,,,9,,9,2.24,,43.85,,0.008,,31.06,,0,4,,,9,,,9,,,9,,,9,,,320,7.65,7.62,34.012,26.559,152.6,0.838,2.21,33,43.9,2.24,31.1,0.01,0,,,322,4,,,,,,,
34158,858508,093.3 110.0,20-1601RL-MX-010-1351-09331100-0381A-3,381,6.915,34.0535,1.575,26.69467,23.09,68.76,3,3,2,,3,,,,,,,9,,9,2.52,,55.26,,0.009,,34.64,,0,4,,,9,,,9,,,9,,,9,,,381,6.92,6.88,34.054,26.695,140.2,0.928,1.58,23.1,55.3,2.52,34.6,0.01,0,,,384,3,,,,,,,
34158,858509,093.3 110.0,20-1601RL-MX-010-1351-09331100-0400A-7,400,6.785,34.0811,1.388,26.73432,20.29,60.37,,7,2,,3,6,,6,6,6,,9,,9,2.6,,58.66,,0.01,,35.6,,0,4,,,9,,,9,,,9,,,9,,,400,6.79,6.75,34.081,26.734,136.7,0.957,1.39,20.3,58.7,2.6,35.6,0.01,0,,,403,,,,,,,,
34158,858510,093.3 110.0,20-1601RL-MX-010-1351-09331100-0441A-3,441,6.383,34.1118,1.013,26.81217,14.67,44.22,2,3,2,,3,,,,,,,9,,9,2.77,,66.01,,0.006,,37.64,,0,4,,,9,,,9,,,9,,,9,,,441,6.38,6.34,34.112,26.812,129.6,1.009,1.01,14.7,66,2.77,37.6,0.01,0,,,445,2,,,,,,,
34158,858511,093.3 110.0,20-1601RL-MX-010-1351-09331100-0500A-7,500,5.986,34.1855,0.644,26.92193,9.24,28.01,,7,2,,3,6,,6,6,6,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,500,5.99,5.94,34.186,26.922,119.7,1.086,0.64,9.2,,,,,,,,504,,,,,,,,
34158,858512,093.3 110.0,20-1601RL-MX-010-1351-09331100-0516A-5,516,5.886,34.1976,0.561,26.94421,8.03,24.4,1,5,2,,3,6,,6,6,6,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,516,5.89,5.84,34.198,26.944,117.7,1.105,0.56,8,,,,,,,,520,1,,,,,,,
34159,858513,093.3 120.0,20-1601RL-PR-010-2002-09331200-0000A-7,0,17.628,33.6056,5.463,24.29564,100.29,238.56,,7,2,,3,,,,,,0.103,,0.034,,0.26,,2.1,,0.013,,0.04,,0.05,,1.525,,,1.518,,,0.353,,,1.522,,,12/30/1899 05:10:00,0.93,0,17.63,17.63,33.606,24.296,361.9,0,5.46,100.3,2.1,0.26,0,0.01,0.05,0.1,0.03,0,,,,,,,,
34159,858514,093.3 120.0,20-1601RL-PR-010-2002-09331200-0001A-3,1,17.628,33.6056,5.463,24.29572,100.29,238.56,23,3,2,,3,,,,,,0.103,,0.034,,0.26,,2.1,,0.013,,0.04,,0.05,,1.525,,,1.518,,,0.353,,,1.522,,,12/30/1899 05:10:00,0.93,1,17.63,17.63,33.606,24.296,361.9,0.004,5.46,100.3,2.1,0.26,0,0.01,0.05,0.1,0.03,1,23,,,,,,,
